Trace Data (킮),-4332.733154297,-8715.820312500,-2402.496337891,-2574.157714844,-1434.326171875,-2883.911132813,-1673.126220703,-1111.602783203,-2790.069580078,-1602.935791016,-3790.283203125,-1930.236816406,-1872.253417969,-1145.172119141,-1654.815673828,-3756.713867188,-1448.059082031,-1394.653320313
,-7772.827148438,-10045.623779297,-4329.681396484,-4130.554199219,-2613.067626953,-3613.281250000,-2391.052246094,-2020.263671875,-3368.377685547,-2708.435058594,-4273.223876953,-3015.136718750,-2999.114990234,-2114.868164063,-2742.004394531,-4354.858398438,-2617.645263672,-2521.514892578
,-11302.947998047,-10997.772216797,-6290.435791016,-5372.619628906,-3798.675537109,-4109.191894531,-2914.428710938,-2935.791015625,-3755.187988281,-3617.858886719,-4589.843750000,-3844.451904297,-3882.598876953,-3217.315673828,-3612.518310547,-4739.379882813,-3832.244873047,-3701.019287109
,-13781.738281250,-11167.144775391,-7646.942138672,-6179.809570313,-4608.154296875,-4279.327392578,-3228.759765625,-3553.771972656,-3791.809082031,-4207.611083984,-4451.751708984,-4355.621337891,-4434.204101563,-3971.099853516,-4157.257080078,-4685.974121094,-4650.115966797,-4479.980468750
,-15118.408203125,-9946.441650391,-8180.999755859,-6089.782714844,-4993.438720703,-3615.570068359,-2893.829345703,-3810.882568359,-3121.185302734,-4072.570800781,-3673.553466797,-4057.312011719,-4218.292236328,-4342.651367188,-3973.388671875,-3882.598876953,-5039.215087891,-4753.112792969
,-14218.902587891,-7559.204101563,-7273.864746094,-5001.831054688,-4460.144042969,-2420.806884766,-2115.631103516,-3292.083740234,-1995.086669922,-3261.566162109,-2416.229248047,-3041.839599609,-3241.729736328,-3717.803955078,-3135.681152344,-2556.610107422,-4478.454589844,-3997.039794922
,617.218017578,564.575195313,583.648681641,530.242919922,466.918945313,368.499755859,138.854980469,267.028808594,292.968750000,354.003906250,400.543212891,254.058837891,415.039062500,386.810302734,298.309326172,372.314453125,383.758544922,365.447998047
,614.929199219,563.049316406,580.596923828,530.242919922,469.970703125,376.129150391,142.669677734,276.184082031,299.072265625,357.055664063,405.120849609,260.925292969,419.616699219,392.150878906,305.175781250,379.180908203,389.862060547,372.314453125
,613.403320313,561.523437500,579.071044922,530.242919922,472.259521484,382.232666016,144.958496094,283.813476563,305.938720703,360.107421875,409.698486328,266.265869141,423.431396484,397.491455078,312.042236328,385.284423828,395.965576172,378.417968750
,611.114501953,559.997558594,578.308105469,528.717041016,474.548339844,387.573242188,147.247314453,290.679931641,312.042236328,361.633300781,415.039062500,271.606445313,427.246093750,402.069091797,318.145751953,390.625000000,400.543212891,383.758544922
,609.588623047,558.471679688,577.545166016,527.191162109,478.363037109,392.913818359,148.773193359,297.546386719,317.382812500,364.685058594,417.327880859,276.184082031,430.297851563,407.409667969,325.775146484,395.965576172,405.883789063,388.336181641
,608.825683594,557.708740234,575.256347656,524.139404297,482.177734375,395.965576172,150.299072266,303.649902344,321.960449219,367.736816406,420.379638672,280.761718750,432.586669922,411.224365234,333.404541016,402.069091797,411.224365234,393.676757813
,607.299804688,556.182861328,572.204589844,521.850585938,485.229492188,399.780273438,152.587890625,308.227539063,327.301025391,370.788574219,423.431396484,286.102294922,434.875488281,414.276123047,341.796875000,409.698486328,414.276123047,400.543212891
,607.299804688,555.419921875,566.864013672,520.324707031,488.281250000,404.357910156,156.402587891,313.568115234,331.878662109,374.603271484,425.720214844,291.442871094,437.927246094,417.327880859,348.663330078,417.327880859,418.853759766,405.883789063
,605.773925781,554.656982422,562.286376953,517.272949219,491.333007813,409.698486328,159.454345703,319.671630859,337.219238281,377.655029297,429.534912109,296.783447266,440.216064453,419.616699219,354.766845703,423.431396484,422.668457031,410.461425781
,603.485107422,552.368164063,558.471679688,513.458251953,494.384765625,414.276123047,161.743164063,325.775146484,341.796875000,380.706787109,431.823730469,302.124023438,441.741943359,422.668457031,360.870361328,428.771972656,424.957275391,415.039062500
,600.433349609,550.079345703,555.419921875,509.643554688,497.436523438,418.853759766,164.031982422,331.878662109,346.374511719,383.758544922,434.875488281,306.701660156,443.267822266,426.483154297,366.973876953,434.112548828,428.009033203,418.853759766
,597.381591797,547.027587891,553.131103516,504.302978516,500.488281250,423.431396484,165.557861328,336.456298828,350.952148438,387.573242188,437.927246094,312.042236328,444.030761719,429.534912109,373.077392578,438.690185547,431.823730469,421.905517578
,593.566894531,543.212890625,551.605224609,500.488281250,502.014160156,428.009033203,167.083740234,341.033935547,356.292724609,391.387939453,440.979003906,317.382812500,444.030761719,432.586669922,379.943847656,444.030761719,434.875488281,425.720214844
,590.515136719,540.924072266,547.790527344,497.436523438,503.540039063,432.586669922,170.135498047,345.611572266,362.396240234,396.728515625,444.793701172,322.723388672,445.556640625,434.875488281,385.284423828,450.134277344,439.453125000,430.297851563
,587.463378906,537.109375000,543.975830078,495.910644531,505.828857422,438.690185547,172.424316406,350.952148438,368.499755859,400.543212891,447.082519531,327.301025391,446.319580078,436.401367188,390.625000000,453.948974609,444.793701172,434.875488281
,585.174560547,533.294677734,539.398193359,493.621826172,508.117675781,443.267822266,174.713134766,357.055664063,373.077392578,404.357910156,449.371337891,330.352783203,447.082519531,438.690185547,395.202636719,458.526611328,449.371337891,439.453125000
,582.122802734,530.242919922,535.583496094,491.333007813,512.695312500,448.608398438,176.239013672,361.633300781,377.655029297,408.935546875,449.371337891,333.404541016,446.319580078,441.741943359,399.017333984,462.341308594,454.711914063,443.267822266
,579.833984375,526.428222656,531.768798828,489.807128906,515.747070313,453.186035156,177.001953125,366.210937500,381.469726563,411.224365234,449.371337891,335.693359375,446.319580078,445.556640625,401.306152344,466.156005859,458.526611328,446.319580078
,578.308105469,522.613525391,527.954101563,489.807128906,518.798828125,457.000732422,178.527832031,370.025634766,384.521484375,415.802001953,448.608398438,338.745117188,447.082519531,449.371337891,404.357910156,470.733642578,461.578369141,447.845458984
,576.019287109,519.561767578,523.376464844,489.807128906,520.324707031,460.052490234,181.579589844,373.840332031,389.099121094,420.379638672,448.608398438,342.559814453,447.082519531,451.660156250,407.409667969,476.074218750,465.393066406,450.134277344
,575.256347656,516.510009766,517.272949219,491.333007813,520.324707031,462.341308594,185.394287109,379.943847656,394.439697266,424.194335938,449.371337891,346.374511719,447.845458984,454.711914063,409.698486328,479.125976563,469.207763672,451.660156250
,573.730468750,512.695312500,513.458251953,492.095947266,521.087646484,465.393066406,188.446044922,386.047363281,399.017333984,427.246093750,449.371337891,350.189208984,447.845458984,457.000732422,412.750244141,482.177734375,473.022460938,453.186035156
,570.678710938,508.880615234,508.880615234,489.807128906,521.850585938,468.444824219,191.497802734,392.150878906,403.594970703,429.534912109,449.371337891,353.240966797,447.082519531,458.526611328,415.039062500,484.466552734,476.074218750,455.474853516
,567.626953125,505.065917969,506.591796875,486.755371094,523.376464844,472.259521484,193.023681641,398.254394531,407.409667969,431.823730469,449.371337891,356.292724609,446.319580078,460.815429688,417.327880859,485.992431641,479.888916016,457.763671875
,563.812255859,502.777099609,505.828857422,482.940673828,524.139404297,475.311279297,194.549560547,402.069091797,408.935546875,434.112548828,448.608398438,358.581542969,445.556640625,462.341308594,419.616699219,488.281250000,483.703613281,460.815429688
,562.286376953,501.251220703,502.777099609,479.125976563,524.902343750,478.363037109,196.075439453,405.883789063,412.750244141,438.690185547,449.371337891,360.870361328,444.793701172,462.341308594,421.142578125,490.570068359,487.518310547,463.867187500
,560.760498047,500.488281250,499.725341797,478.363037109,524.139404297,480.651855469,199.127197266,408.935546875,415.039062500,442.504882813,449.371337891,363.159179688,445.556640625,463.867187500,422.668457031,493.621826172,493.621826172,466.918945313
,559.997558594,498.962402344,495.910644531,476.837158203,524.139404297,482.940673828,202.941894531,412.750244141,418.090820313,445.556640625,450.134277344,365.447998047,447.082519531,464.630126953,424.957275391,496.673583984,498.962402344,469.970703125
,559.234619141,496.673583984,492.095947266,475.311279297,524.139404297,485.992431641,206.756591797,415.802001953,420.379638672,449.371337891,450.134277344,367.736816406,448.608398438,466.156005859,425.720214844,500.488281250,504.302978516,472.259521484
,556.945800781,493.621826172,491.333007813,473.022460938,525.665283203,488.281250000,209.808349609,418.853759766,422.668457031,450.134277344,450.134277344,370.025634766,449.371337891,468.444824219,427.246093750,503.540039063,509.643554688,474.548339844
,555.419921875,489.044189453,490.570068359,469.970703125,525.665283203,490.570068359,212.097167969,423.431396484,424.194335938,452.423095703,449.371337891,372.314453125,450.897216797,470.733642578,428.771972656,507.354736328,511.932373047,475.311279297
,553.131103516,485.992431641,489.807128906,467.681884766,525.665283203,492.095947266,213.623046875,428.009033203,425.720214844,454.711914063,450.134277344,374.603271484,452.423095703,474.548339844,431.060791016,510.406494141,514.221191406,477.600097656
,550.842285156,484.466552734,489.044189453,466.156005859,524.139404297,493.621826172,216.674804688,432.586669922,428.009033203,457.000732422,451.660156250,376.892089844,453.948974609,477.600097656,434.112548828,512.695312500,516.510009766,480.651855469
,549.316406250,482.940673828,486.755371094,465.393066406,521.850585938,495.147705078,218.963623047,438.690185547,430.297851563,460.052490234,452.423095703,379.180908203,457.000732422,481.414794922,436.401367188,515.747070313,518.798828125,484.466552734
,547.027587891,481.414794922,484.466552734,465.393066406,519.561767578,496.673583984,221.252441406,443.267822266,432.586669922,461.578369141,453.948974609,381.469726563,459.289550781,484.466552734,438.690185547,518.035888672,522.613525391,488.281250000
,543.212890625,479.125976563,483.703613281,463.867187500,516.510009766,496.673583984,222.778320313,447.082519531,434.875488281,463.104248047,454.711914063,384.521484375,461.578369141,486.755371094,441.741943359,519.561767578,526.428222656,492.095947266
,540.161132813,476.074218750,483.703613281,460.815429688,514.984130859,495.147705078,223.541259766,450.134277344,437.927246094,464.630126953,456.237792969,386.047363281,464.630126953,489.807128906,444.030761719,521.087646484,529.479980469,495.147705078
,536.346435547,473.022460938,484.466552734,457.000732422,512.695312500,494.384765625,225.830078125,452.423095703,439.453125000,466.918945313,457.763671875,386.810302734,468.444824219,492.095947266,447.845458984,524.139404297,532.531738281,497.436523438
,533.294677734,471.496582031,485.229492188,452.423095703,511.932373047,493.621826172,228.881835938,453.948974609,441.741943359,469.970703125,461.578369141,387.573242188,471.496582031,493.621826172,452.423095703,528.717041016,535.583496094,501.251220703
,532.531738281,470.733642578,485.229492188,449.371337891,511.169433594,495.147705078,230.407714844,456.237792969,444.793701172,473.785400391,463.867187500,387.573242188,475.311279297,495.147705078,455.474853516,533.294677734,538.635253906,503.540039063
,530.242919922,469.970703125,485.992431641,447.082519531,511.169433594,498.199462891,232.696533203,458.526611328,447.082519531,476.837158203,465.393066406,389.099121094,477.600097656,495.147705078,457.763671875,537.872314453,541.687011719,506.591796875
,528.717041016,469.970703125,486.755371094,444.030761719,511.932373047,500.488281250,233.459472656,460.052490234,449.371337891,479.125976563,466.156005859,389.862060547,479.125976563,493.621826172,459.289550781,541.687011719,544.738769531,508.880615234
,525.665283203,468.444824219,488.281250000,442.504882813,513.458251953,502.014160156,234.222412109,461.578369141,450.897216797,480.651855469,466.156005859,390.625000000,482.177734375,494.384765625,460.052490234,543.975830078,546.264648438,510.406494141
,521.850585938,467.681884766,489.807128906,438.690185547,515.747070313,502.777099609,235.748291016,461.578369141,452.423095703,482.177734375,465.393066406,391.387939453,483.703613281,493.621826172,460.815429688,546.264648438,547.790527344,511.932373047
,519.561767578,466.156005859,491.333007813,437.164306641,516.510009766,502.014160156,236.511230469,462.341308594,453.948974609,483.703613281,467.681884766,390.625000000,485.229492188,492.095947266,462.341308594,548.553466797,547.790527344,513.458251953
,517.272949219,466.156005859,491.333007813,435.638427734,518.035888672,500.488281250,238.800048828,463.104248047,456.237792969,484.466552734,469.970703125,392.150878906,486.755371094,492.095947266,463.104248047,550.842285156,548.553466797,514.984130859
,516.510009766,464.630126953,489.807128906,435.638427734,519.561767578,500.488281250,240.325927734,465.393066406,459.289550781,483.703613281,472.259521484,392.150878906,488.281250000,490.570068359,463.104248047,552.368164063,550.842285156,517.272949219
,514.984130859,462.341308594,488.281250000,435.638427734,520.324707031,500.488281250,240.325927734,466.918945313,460.052490234,483.703613281,473.785400391,391.387939453,490.570068359,489.044189453,462.341308594,552.368164063,553.894042969,518.035888672
,511.932373047,460.815429688,486.755371094,434.875488281,523.376464844,499.725341797,240.325927734,466.918945313,462.341308594,483.703613281,473.022460938,390.625000000,492.095947266,489.044189453,462.341308594,553.131103516,554.656982422,518.035888672
,508.117675781,457.763671875,485.992431641,434.112548828,527.191162109,498.199462891,239.562988281,466.156005859,463.104248047,485.229492188,473.022460938,389.862060547,492.858886719,489.044189453,462.341308594,553.894042969,555.419921875,516.510009766
,505.065917969,455.474853516,484.466552734,432.586669922,530.242919922,498.199462891,240.325927734,463.867187500,463.867187500,488.281250000,473.022460938,389.099121094,492.858886719,488.281250000,463.867187500,555.419921875,554.656982422,515.747070313
,502.014160156,453.186035156,481.414794922,431.060791016,534.820556641,497.436523438,241.851806641,461.578369141,466.918945313,490.570068359,473.022460938,389.862060547,492.858886719,488.281250000,465.393066406,556.945800781,553.894042969,515.747070313
,500.488281250,452.423095703,477.600097656,430.297851563,537.109375000,498.199462891,244.140625000,460.052490234,468.444824219,492.095947266,473.785400391,391.387939453,493.621826172,488.281250000,466.156005859,559.234619141,556.182861328,516.510009766
,498.962402344,450.134277344,473.785400391,427.246093750,539.398193359,500.488281250,247.192382813,459.289550781,469.207763672,492.095947266,473.785400391,393.676757813,493.621826172,489.044189453,466.918945313,561.523437500,558.471679688,517.272949219
,496.673583984,447.845458984,470.733642578,426.483154297,541.687011719,504.302978516,249.481201172,459.289550781,469.207763672,492.095947266,473.785400391,396.728515625,492.858886719,491.333007813,466.156005859,562.286376953,557.708740234,517.272949219
,493.621826172,445.556640625,469.970703125,425.720214844,543.212890625,507.354736328,251.770019531,458.526611328,468.444824219,492.858886719,472.259521484,399.780273438,492.095947266,493.621826172,466.156005859,562.286376953,556.182861328,517.272949219
,489.807128906,442.504882813,468.444824219,424.957275391,543.975830078,511.932373047,254.058837891,457.000732422,467.681884766,493.621826172,470.733642578,403.594970703,492.095947266,495.147705078,466.156005859,562.286376953,550.842285156,516.510009766
,485.992431641,440.216064453,465.393066406,425.720214844,543.212890625,515.747070313,257.110595703,455.474853516,467.681884766,496.673583984,468.444824219,406.646728516,492.095947266,495.147705078,467.681884766,560.760498047,545.501708984,517.272949219
,483.703613281,439.453125000,462.341308594,424.957275391,540.924072266,518.798828125,260.162353516,454.711914063,468.444824219,498.962402344,466.918945313,408.935546875,492.858886719,494.384765625,469.207763672,560.760498047,541.687011719,517.272949219
,481.414794922,437.927246094,458.526611328,424.194335938,537.872314453,521.087646484,263.214111328,455.474853516,469.207763672,499.725341797,466.156005859,410.461425781,493.621826172,493.621826172,469.970703125,559.997558594,537.109375000,518.035888672
,479.888916016,437.164306641,454.711914063,423.431396484,535.583496094,522.613525391,266.265869141,456.237792969,469.970703125,499.725341797,466.918945313,411.224365234,492.858886719,492.858886719,470.733642578,558.471679688,534.820556641,518.798828125
,478.363037109,437.164306641,454.711914063,422.668457031,533.294677734,523.376464844,267.791748047,457.763671875,470.733642578,498.199462891,468.444824219,411.224365234,492.858886719,493.621826172,472.259521484,556.945800781,532.531738281,518.798828125
